ANO;MÊS;LABORATORIO;PROCEDIMENTO;QTDE EXAMES;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;BILIRRUBINA TOTAL;861;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;BILIRRUBINAS;0;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;CALCIO IONICO;3617;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;CALCIO TOTAL;235;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;CK-MB - CREATINE PHOSPHOKINASE FRACAO 2;404;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;CLORO - LIQUOR;14;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;CLORO - SANGUE;1469;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;CONTAGEM GLOBAL - CELULARIDADE;48;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;CREATININA;3467;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;GASOMETRIA ARTERIAL;2439;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;GASOMETRIA CAPILAR;8;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;GASOMETRIA VENOSA;1864;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;GLICEMIA;2266;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;GLICOSE - LIQUIDOS;8;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;GLICOSE - LIQUOR;17;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;HB, HT E PLAQUETAS;886;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;HB-HT-GB-GV-PLAQ - % LINFOCITOS;1999;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;HEMOGLOBINA (HB) - LIQUIDO DE DRENO;1;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;HEMOGRAMA COMPLETO (T+E);454;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;HIV RAPIDO (SOMENTE PARA PARTURIENTES DO 8º ANDAR E ACIDENTES OCUPACIONAIS);28;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;LACTATO - LIQUOR;56;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;LACTATO - SANGUE;2405;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;METAHEMOGLOBINA;1;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;PH;11;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;PH URINARIO;17;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;POTASSIO;5405;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;PROTEINA - LIQUOR;17;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;SODIO;5406;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;TGO / AST - TRANSAMINASE GLUTAMICA OXALACETICA;764;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;TP (TEMPO DE PROTROMBINA);701;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;TTPA (TEMPO TROMBOPL PARC/E ATIVADO);595;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;UREIA;3517;;;;;;;
2015;Maio;LABORATORIO DE PLANTÃO;URINA ROTINA;366;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;ANTICORPO ANTI-PEROXIDASE (ANTI-TPO);88;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;ANTICORPO ANTI-TIREOGLOBULINA (ANTI-TG);45;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;CA TIREOIDE - TSH, TIREOGLOBULINA E ANTICORPO ANTI-TG;0;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;T3 TOTAL;135;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;T4 LIVRE;427;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;T4 TOTAL;12;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TIREOGLOBULINA (TG);47;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL (FENILALANINA + TSH NEO + HB) PAPEL FILTRO;5100;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - 17OH PROGESTERONA CONFIRMATORIO (PAPEL FILTRO);377;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - ATIVIDADE DA BIOTINIDASE CONFIRMATORIO (PAPEL FILTRO);16;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - FENILALANINA (CONTROLE DE TRATAMENTO) PAPEL FILTRO;21;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - FENILALANINA CONFIRMATORIO ( PAPEL FILTRO );18;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - HEMOGLOBINA CONFIRMATORIO ( PAPEL FILTRO );1;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - IRT 2 (PAPEL FILTRO);60;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - T4 LIVRE CONFIRMATORIO ( SORO );3;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - T4 TOTAL (CONTROLE DE TRATAMENTO) SORO;35;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - T4 TOTAL CONFIRMATORIO ( SORO );4;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - TSH CONFIRMATORIO  ( PAPEL FILTRO );436;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - TSH CONFIRMATORIO - ( SORO );4;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - TSH CONTROLE DE TRATAMENTO (SORO);9;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TRIAGEM NEONATAL - TSH E T4 LIVRE (CONTROLE DE TRATAMENTO) SORO;52;;;;;;;
2015;Maio;LABORATORIO DE SCREENING;TSH;2385;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;AGLUT LATEX PARA AG CRIPTOCOCCICO ( LIQUOR );49;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ANTI HCV (HEPATITE C);6;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ANTIESTREPTOLISINA O (ASO);7;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA AG HEMOFILUS (PLEURAL);2;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA AG PNEUMOCOCO (PLEURAL);2;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA ASPERGILOSE ( SANGUE );177;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA CANDIDIASE ( LIQUOR );48;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA CANDIDIASE ( SANGUE );2;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA CRIPTOCOCOSE ( SANGUE );11;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA ESPOROTRICOSE;4;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA HIDATIDOSE/EQUINOCOCOSE;2;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA HISTOPLASMOSE ( LIQUOR );48;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA HISTOPLASMOSE ( SANGUE );177;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA PARACOCCIDIOIDOMICOSE ( LIQUOR );48;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CIE PARA PARACOCCIDIOIDOMICOSE ( SANGUE );216;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;CRIOAGLUTININAS;3;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA ANTI HAV IGG;29;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA ANTI HAV-IGM;23;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA ANTI HBC AG-IGG;191;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA ANTI HBC AG-IGM;11;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA ANTI HBE AG;51;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA ANTI HBS AG;340;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA ANTI HCV;1417;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA ANTI HTLV I/II;417;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA CISTICERCOSE (LCR);2;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA CMV IGG;163;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA CMV IGM;163;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA HBE AG;52;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA HBS AG;1629;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA ANTI HBC AG IG TOTAL;672;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA ANTI-HIV - ( LIQUOR );4;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA ANTI-HIV - ( SANGUE );1630;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA CHAGAS;306;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA EPSTEIN-BARR IGG;94;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA EPSTEIN-BARR IGM;94;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA GALACTOMANANA;86;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA LEISHMANIOSE;4;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA MYCOPLASMA PNEUMONIAE (IgG);5;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA RUBEOLA IGG;178;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA RUBEOLA IGM;178;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA TOXINAS A/B DO CLOSTRIDIUM DIFFICILE (FEZES);2;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA TOXOPLASMOSE AVIDEZ;2;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA TOXOPLASMOSE IGG;449;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;ELISA PARA TOXOPLASMOSE IGM;449;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;EXAMES EXTERNOS - SOROLOGIA PARA LYME (SANGUE);1;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;HEMAGLUTINACAO PARA CHAGAS;26;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;HIV (ELFA);31;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;PESQUISA DE ANTIGENOS BACTERIANOS;17;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;PESQUISA DE PLASMODIUM (GOTA ESPESSA);4;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;PESQUISA DE TRIPANOSSOMA CRUZI;3;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;QUANTIFICACAO DE CARGA VIRAL DO HIV;380;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;REACAO DE WIDAL;5;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;REACAO DE WRIGHT;5;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;REACAO HEMAGLUTINACAO PARA SIFILIS;27;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;SIFILIS TREPONEMICO (CONFIRMATORIO);33;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;SOROLOGIA PARA HEPATITES;0;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;TESTE RAPIDO PARA ANTI-HIV 1 E 2;59;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;VDRL (LCR);59;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;VDRL (SANGUE);1350;;;;;;;
2015;Maio;LABORATORIO DE SOROLOGIA;WESTERN BLOT P/ PESQ AC ANTI-HIV 1 E 2;16;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;ACETAMINOFEN;3;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;ALCOOLEMIA;7;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;ANFETAMINAS;1;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;ANTIDEPRESSIVOS TRICICLICOS;6;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;BENZODIAZEPINICOS;11;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;BENZOILECGONINA (METABOLITO DA COCAINA);44;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;CARBAMAZEPINA;15;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;DIFENILHIDANTOINA;54;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;DIGOXINA;23;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;FENOBARBITAL;58;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;FENOTIAZINICOS;1;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;FIBRINOGENIO;128;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;IMIPRAMINICOS (QUALITATIVO);1;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;LITEMIA;32;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;METHOTREXATE;70;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;NT-PRO-BNP;68;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;PROTEINA C REATIVA;859;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;QUANTIFICACAO DE DIMEROS 'D' DE FIBRINA;40;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;SALICILATOS (QUALITATIVO);1;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;SALICILEMIA;3;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;TEOFILINA;1;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;THC (CANABINOIDES);38;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;TIOCIANATO;8;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;TP (TEMPO DE PROTROMBINA);1181;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;TROPONINA I;141;;;;;;;
2015;Maio;LABORATORIO DE TOXICOLOGIA;TTPA (TEMPO TROMBOPL PARC/E ATIVADO);1028;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;ALBUMINA - LIQUIDOS;19;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;ALBUMINA - SANGUE;209;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;AMILASE - LIQUIDOS;11;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;AMILASE - SANGUE;138;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;BILIRRUBINA DIRETA;376;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;BILIRRUBINA TOTAL;408;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;CALCIO IONICO;3779;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;CARBOXIHEMOGLOBINA;2;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;CK-MB - CREATINE PHOSPHOKINASE FRACAO 2;459;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;CLORO - LIQUOR;87;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;CLORO - SANGUE;617;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;CLORO URINARIO;7;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;CREATININA;3015;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;GASOMETRIA;2181;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;GASOMETRIA VENOSA CENTRAL;271;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;GLICEMIA;1489;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;GLICOSE - LIQUOR;86;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;GRAM;59;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;HB-HT-GB-GV-PLAQ - % LINFOCITOS;1897;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;HEMOGRAMA COMPLETO (T+E);3961;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;LACTATO;1540;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;LCR - LIQUIDO CEFALORRAQUIDIANO;87;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;LDH - LACTATO DESIDROGENASE;151;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;LDH - LACTATO DESIDROGENASE - LIQUIDOS;18;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;LIQUIDO CEFALORRAQUIDIANO - LATEX;3;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;LIQUIDO CEFALORRAQUIDIANO - TINTA DA CHINA;11;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;LIQUIDOS - CELULARIDADE;23;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;METAHEMOGLOBINA;9;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;OSMOLALIDADE SERICA;39;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;OSMOLALIDADE URINARIA;28;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;PH;17;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;POTASSIO;3779;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;PROTEINA - LIQUOR;86;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;PROTEINAS TOTAIS - SANGUE;112;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;SODIO;3779;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;SODIO E POTASSIO URINARIO;100;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;TESTE RAPIDO PARA DETECCAO DE DENGUE (NS1 AG);26;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;TGO / AST - TRANSAMINASE GLUTAMICA OXALACETICA;668;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;TGP / ALT - ALANINA AMINOTRANSFERASE;634;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;UREIA;2931;;;;;;;
2015;Maio;LABORATORIO DE URGENCIA - UE;URINA ROTINA;608;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;ACIDO URICO URINARIO;33;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;ANALISE DO CALCULO RENAL;2;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;CALCIO URINARIO;129;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;CETONURIA;1;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;CLEARANCE CREATININA;292;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;CLEARANCE DE FOSFORO;16;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;CLORO URINARIO;7;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;CREATININA;172;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;CREATININA - LIQUIDOS;13;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;CREATININA URINARIA;42;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;DISMORFISMO URINARIO;17;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;FOSFORO INORGANICO URINARIO;17;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;FRACAO DE EXCRECAO DE SODIO (FENA);1;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;GLICOSE - LIQUIDOS;16;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;GLICOSURIA FRACIONADA;4;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;KTV - BOLSA DE DIALISE (UTR E PEDIATRIA);1;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;MICROALBUMINURIA;147;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;PARASITOLOGICO DE FEZES;215;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;PESQUISA DE LEUCOCITOS;5;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;PESQUISA DE SANGUE OCULTO;67;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;PH;34;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;POTASSIO URINARIO;44;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;PROTEINAS TOTAIS;172;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;PROTEINURIA DE 24 HS;479;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;SODIO URINARIO;120;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;UREIA - LIQUIDOS;9;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;UREIA URINARIA;14;;;;;;;
2015;Maio;LABORATORIO FLUIDOS ORGANICOS;URINA ROTINA;2553;;;;;;;
2015;Maio;LABORATORIO UNESP;25-HIDROXIVITAMINA D;14;;;;;;;
2015;Maio;LABORATORIO UNESP;ACIDO FOLICO SERICO;13;;;;;;;
2015;Maio;LABORATORIO UNESP;ACIDO URICO;141;;;;;;;
2015;Maio;LABORATORIO UNESP;ACIDO URICO URINARIO;3;;;;;;;
2015;Maio;LABORATORIO UNESP;ACIDO VALPROICO;1;;;;;;;
2015;Maio;LABORATORIO UNESP;ACTH - BASAL ( ADRENO CORTICO TROFICO );2;;;;;;;
2015;Maio;LABORATORIO UNESP;AGLUT LATEX PARA AG CRIPTOCOCCICO ( SORO);1;;;;;;;
2015;Maio;LABORATORIO UNESP;ALBUMINA - LIQUIDOS;2;;;;;;;
2015;Maio;LABORATORIO UNESP;ALFA FETO PROTEINA;2;;;;;;;
2015;Maio;LABORATORIO UNESP;AMILASE;19;;;;;;;
2015;Maio;LABORATORIO UNESP;AMILASE - LIQUIDOS;1;;;;;;;
2015;Maio;LABORATORIO UNESP;ANA - ANTICORPOS ANTI-NUCLEARES (FAN);13;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTI CCP IGG;5;;;;;;;
2015;Maio;LABORATORIO UNESP;"ANTI HBC - IGG ANTICORPOS IGG CONTRA ANTIGENO ""C"" DA HEPATITE B";28;;;;;;;
2015;Maio;LABORATORIO UNESP;"ANTI HBC - IGM ANTICORPOS  IGM CONTRA ANTIGENO ""C"" DA HEPATI";8;;;;;;;
2015;Maio;LABORATORIO UNESP;"ANTI HBE - ANTICORPOS CONTRA ANTIGENO ""E"" DA HEPATITE B";1;;;;;;;
2015;Maio;LABORATORIO UNESP;"ANTI HBS - ANTICORPOS CONTRA ANTIGENOS ""S"" DA HEPATITE B";13;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTI HCV  ANTICORPOS CONTRA O VIRUS DA HEPATITE C;44;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTIBIOGRAMA;82;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTIBIOGRAMA - HEMOCULTURA 1ª AMOSTRA;31;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTIBIOGRAMA - HEMOCULTURA 2ª AMOSTRA;31;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTIBIOGRAMA - SWAB ANAL;10;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTIBIOGRAMA - SWAB NASAL;10;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTIBIOGRAMA - SWAB ORAL;13;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPO ANTI DNA NATIVO;3;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPO ANTI-LKM1;1;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPO ANTI-MITOCONDRIA;2;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPO ANTI-MUSCULO LISO;2;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPO ANTI-PEROXIDASE (ANTI-TPO);4;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPO ANTI-TIREOGLOBULINA (ANTI-TG);3;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPOS ANTI HIV  ( WESTERN BLOT);1;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPOS ANTI MICROSSOMAL (TIREOIDEANO) - IFI;1;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPOS ANTI-HIV1 + HIV2  - (ELISA);30;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPOS ANTI-SM;3;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPOS ANTI-SS-A ( RO ) - EIE;3;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPOS ANTI-SS-B ( LA ) - EIE;3;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTICORPOS RNP;4;;;;;;;
2015;Maio;LABORATORIO UNESP;ANTIESTREPTOLISINA O ( ASLO ), DETERMINACAO QUANTITATIVA;1;;;;;;;
2015;Maio;LABORATORIO UNESP;ATIVIDADE RENINA PLASMATICA;1;;;;;;;
2015;Maio;LABORATORIO UNESP;BACTERIOSCOPIA (GRAM);1;;;;;;;
2015;Maio;LABORATORIO UNESP;BETA 2 MICROGLOBULINA;1;;;;;;;
2015;Maio;LABORATORIO UNESP;BETA HCG QUANTITATIVO;2;;;;;;;
2015;Maio;LABORATORIO UNESP;BHCG SANGUINEO - DOSAGEM DE BHCG;6;;;;;;;
2015;Maio;LABORATORIO UNESP;BILIRRUBINA DIRETA;3;;;;;;;
2015;Maio;LABORATORIO UNESP;BILIRRUBINA TOTAL;3;;;;;;;
2015;Maio;LABORATORIO UNESP;BILIRRUBINA TOTAL E FRACOES;245;;;;;;;
2015;Maio;LABORATORIO UNESP;CA 125;3;;;;;;;
2015;Maio;LABORATORIO UNESP;CA 19-9;1;;;;;;;
2015;Maio;LABORATORIO UNESP;CALCIO IONICO;231;;;;;;;
2015;Maio;LABORATORIO UNESP;CALCIO TOTAL;131;;;;;;;
2015;Maio;LABORATORIO UNESP;CALCIO URINARIO;20;;;;;;;
2015;Maio;LABORATORIO UNESP;CAPACIDADE FIXACAO DO FERRO;95;;;;;;;
2015;Maio;LABORATORIO UNESP;CARBAMAZEPINA;1;;;;;;;
2015;Maio;LABORATORIO UNESP;CARIOTIPO COM BANDAMENTO G;1;;;;;;;
